id,category_id,minihongo,reading,english,japanese,english_litteral,sort_order,audio_file
expr-670,cat-60,体【からだ】の後【うし】ろにある所【ところ】,せなか,back (of body),背中,,670,e_670_senaka.mp3
expr-671,cat-60,頭【あたま】と体【からだ】をつなぐ所【ところ】,くび,neck,首,,671,e_671_kubi.mp3
expr-672,cat-60,体【からだ】の前【まえ】の上【うえ】の所【ところ】,むね,chest,胸,,672,e_672_mune.mp3
expr-673,cat-60,体【からだ】の前【まえ】の中【なか】ほどの所【ところ】,はら,"abdomen, belly",腹,,673,e_673_hara.mp3
expr-674,cat-60,頭【あたま】の前【まえ】の所【ところ】,かお,face,顔,,674,e_674_kao.mp3
expr-675,cat-60,頭【あたま】の上【うえ】にある物【もの】,かみ,hair (on head),髪,,675,e_675_kami.mp3
expr-676,cat-60,手【て】や足【あし】の終【お】わりにある強【つよ】い物【もの】,つめ,nail (finger/toe),爪,,676,e_676_tsume.mp3
expr-677,cat-60,口【くち】の外【そと】の赤【あか】い所【ところ】,くちびる,lips,唇,,677,e_677_kuchibiru.mp3
expr-678,cat-60,口【くち】の中【なか】で食【た】べ物【もの】を感【かん】じる物【もの】,した,tongue,舌,,678,e_678_shita.mp3
expr-679,cat-60,悲【かな】しい時【とき】に目【め】から出【で】る水【みず】,なみだ,tears,涙,,679,e_679_namida.mp3
expr-680,cat-60,暑【あつ】い時【とき】に体【からだ】から出【で】る水【みず】,あせ,"sweat, perspiration",汗,,680,e_680_ase.mp3
expr-681,cat-60,口【くち】から出【で】る音【おと】,こえ,voice,声,,681,e_681_koe.mp3
expr-682,cat-60,口【くち】や鼻【はな】から出【で】る空【くう】気【き】,いき,breath,息,,682,e_682_iki.mp3
expr-683,cat-60,空【くう】気【き】を体【からだ】の中【なか】に入【い】れたり出【だ】したりする事【こと】,こきゅう,"breathing, respiration",呼吸,,683,e_683_kokyuu.mp3
expr-684,cat-60,体【からだ】の中【なか】の赤【あか】い水【みず】が動【うご】く音【おと】,みゃく,pulse,脈,,684,e_684_myaku.mp3
expr-685,cat-60,体【からだ】が良【よ】い時【とき】,けんこう,health,健康,,685,e_685_kenkou.mp3
expr-686,cat-60,体【からだ】も心【こころ】も良【よ】い時【とき】,げんき,"energetic, healthy",元気,,686,e_686_genki.mp3
expr-687,cat-60,体【からだ】や心【こころ】が動【うご】けなくなる,つかれる,to get tired,疲れる,,687,e_687_tsukareru.mp3
expr-688,cat-60,寝【ね】たいと感【かん】じる,ねむい,sleepy,眠い,,688,e_688_nemui.mp3
expr-689,cat-60,寝【ね】ている時【とき】から出【で】る,おきる,to wake up,起きる,,689,e_689_okiru.mp3
expr-690,cat-60,体【からだ】の悪【わる】い人【ひと】を助【たす】ける人【ひと】,いしゃ,"doctor, physician",医者,,690,e_690_isha.mp3
expr-691,cat-60,体【からだ】の悪【わる】い人【ひと】を助【たす】ける人【ひと】,かんごし,nurse,看護師,,691,e_691_kangoshi.mp3
expr-692,cat-60,体【からだ】を切【き】って中【なか】を良【よ】くする事【こと】,しゅじゅつ,"surgery, operation",手術,,692,e_692_shujutsu.mp3
expr-693,cat-60,体【からだ】の中【なか】に物【もの】を入【い】れる事【こと】,ちゅうしゃ,"injection, shot",注射,,693,e_693_chuusha.mp3
expr-694,cat-60,体【からだ】がとても悪【わる】くて家【いえ】を出【で】てどこかに入【はい】る事【こと】,にゅういん,hospitalization,入院,,694,e_694_nyuuin.mp3
expr-695,cat-60,体【からだ】が良【よ】くなって出【で】る事【こと】,たいいん,hospital discharge,退院,,695,e_695_taiin.mp3
expr-696,cat-60,体【からだ】の中【なか】を見【み】る事【こと】,けんさ,"examination, test",検査,,696,e_696_kensa.mp3
expr-697,cat-60,体【からだ】が悪【わる】い時【とき】に出【で】る変【へん】な事【こと】,しょうじょう,symptom,症状,,697,e_697_shoujou.mp3
expr-698,cat-60,体【からだ】が悪【わる】い時【とき】から良【よ】くなる,なおる,"to heal, to recover",治る,,698,e_698_naoru.mp3
expr-699,cat-60,体【からだ】を良【よ】くする事【こと】,なおす,"to cure, to fix",治す,,699,e_699_naosu.mp3
expr-700,cat-60,体【からだ】が大【おお】きく重【おも】くなる,ふとる,to gain weight,太る,,700,e_700_futoru.mp3
expr-701,cat-60,体【からだ】が重【おも】くなくなる,やせる,to lose weight,痩せる,,701,e_701_yaseru.mp3
expr-702,cat-60,女【おんな】の体【からだ】の中【なか】に子供【こども】がいる時【とき】,にんしん,pregnancy,妊娠,,702,e_702_ninshin.mp3
expr-703,cat-60,体【からだ】から子【こ】供【ども】が出【で】る事【こと】,しゅっさん,childbirth,出産,,703,e_703_shussan.mp3
expr-704,cat-60,ある物【もの】に体【からだ】が悪【わる】く変【か】わる事【こと】,あれるぎー,allergy,アレルギー,,704,e_704_arerugii.mp3
expr-705,cat-60,体【からだ】が切【き】れた所【ところ】,きず,"wound, scar",傷,,705,e_705_kizu.mp3
expr-706,cat-61,太【たい】陽【よう】が出【で】てくる時【とき】,あさ,morning,朝,,706,e_706_asa.mp3
expr-707,cat-61,太【たい】陽【よう】が上【うえ】にある時【とき】,ひる,"daytime, noon",昼,,707,e_707_hiru.mp3
expr-708,cat-61,太【たい】陽【よう】が下【した】に入【はい】る時【とき】,ゆうがた,evening,夕方,,708,e_708_yuugata.mp3
expr-709,cat-61,今【いま】の日【にち】の始【はじ】まりの時【とき】,けさ,this morning,今朝,,709,e_709_kesa.mp3
expr-710,cat-61,今【いま】日【にち】の夜【よる】,こんや,tonight,今夜,,710,e_710_konya.mp3
expr-711,cat-61,明【あす】の後【あと】の日【にち】,あさって,day after tomorrow,明後日,,711,e_711_asatte.mp3
expr-712,cat-61,前【まえ】の前【まえ】の日【にち】,おととい,day before yesterday,一昨日,,712,e_712_ototoi.mp3
expr-713,cat-61,今【いま】より少【すこ】し前【まえ】の時【とき】,せんしゅう,last week,先週,,713,e_713_senshuu.mp3
expr-714,cat-61,今【いま】の近【ちか】くの日【にち】の時【とき】,こんしゅう,this week,今週,,714,e_714_konshuu.mp3
expr-715,cat-61,今【いま】より少【すこ】し後【あと】の時【とき】,らいしゅう,next week,来週,,715,e_715_raishuu.mp3
expr-716,cat-61,今【いま】の月【つき】の前【まえ】の月【つき】,せんげつ,last month,先月,,716,e_716_sengetsu.mp3
expr-717,cat-61,今【いま】の月【つき】,こんげつ,this month,今月,,717,e_717_kongetsu.mp3
expr-718,cat-61,今【いま】の月【つき】の後【あと】の月【つき】,らいげつ,next month,来月,,718,e_718_raigetsu.mp3
expr-719,cat-61,今【いま】の年【とし】の前【まえ】の年【とし】,きょねん,last year,去年,,719,e_719_kyonen.mp3
expr-720,cat-61,今【いま】の年【とし】,ことし,this year,今年,,720,e_720_kotoshi.mp3
expr-721,cat-61,今【いま】の年【とし】の後【あと】の年【とし】,らいねん,next year,来年,,721,e_721_rainen.mp3
expr-722,cat-61,日【にち】のまとまりの終【お】わりの日【にち】,しゅうまつ,weekend,週末,,722,e_722_shuumatsu.mp3
expr-723,cat-61,毎【まい】日【にち】のいつもの日【にち】,へいじつ,weekday,平日,,723,e_723_heijitsu.mp3
expr-724,cat-61,今【いま】から前【まえ】や後【あと】まで止【と】まらない物【もの】,じかん,"time, hour",時間,,724,e_724_jikan.mp3
expr-725,cat-61,一【いち】の時【とき】を多【おお】く切【き】った一【ひと】つ,ふん,minute,分,,725,e_725_fun.mp3
expr-726,cat-61,とても少【すこ】しの時【とき】,びょう,second,秒,,726,e_726_byou.mp3
expr-727,cat-61,太【たい】陽【よう】が高【たか】くなる前【まえ】の時【とき】,ごぜん,"AM, morning",午前,,727,e_727_gozen.mp3
expr-728,cat-61,太【たい】陽【よう】が高【たか】くなった後【あと】の時【とき】,ごご,"PM, afternoon",午後,,728,e_728_gogo.mp3
expr-729,cat-61,太【たい】陽【よう】が一【いち】つだけ高【たか】い時【とき】,しょうご,"noon, midday",正午,,729,e_729_shougo.mp3
expr-730,cat-61,太【たい】陽【よう】の日【にち】,にちようび,Sunday,日曜日,,730,e_730_nichiyoubi.mp3
expr-731,cat-61,月【つき】の日【にち】,げつようび,Monday,月曜日,,731,e_731_getsuyoubi.mp3
expr-732,cat-61,何【なに】もしなくていい日【にち】,きゅうじつ,"day off, holiday",休日,,732,e_732_kyuujitsu.mp3
expr-733,cat-61,国【くに】が選【えら】んだ何【なに】もしない日【にち】,しゅくじつ,national holiday,祝日,,733,e_733_shukujitsu.mp3
expr-734,cat-61,年【とし】の中【なか】で空【そら】が変【か】わる時【とき】,きせつ,season,季節,,734,e_734_kisetsu.mp3
expr-735,cat-61,人【ひと】が生【い】きる事【こと】が始【はじ】まった日【にち】,たんじょうび,birthday,誕生日,,735,e_735_tanjoubi.mp3
expr-736,cat-61,よく思【おも】い出【だ】す大切【たいせつ】な日【にち】,きねんび,anniversary,記念日,,736,e_736_kinenbi.mp3
expr-737,cat-61,とても少【すこ】しの時【とき】,しゅんかん,"moment, instant",瞬間,,737,e_737_shunkan.mp3
expr-738,cat-61,始【はじ】まりから終【お】わりまでの時【とき】,きかん,"period, duration",期間,,738,e_738_kikan.mp3
expr-739,cat-61,その事【こと】が終【お】わらなければならない時【とき】,きげん,"deadline, expiry",期限,,739,e_739_kigen.mp3
expr-740,cat-61,これより後【あと】はできないという時【とき】,しめきり,deadline (submission),締め切り,,740,e_740_shimekiri.mp3
expr-741,cat-61,今【いま】から少【すこ】し前【まえ】の時【とき】,さいきん,"recently, lately",最近,,741,e_741_saikin.mp3
expr-742,cat-61,とても少【すこ】しの時【とき】の後【あと】に,すぐ,"soon, right away",すぐ,,742,e_742_sugu.mp3
expr-743,cat-61,少【すこ】し後【あと】の時【とき】に,やがて,"eventually, before long",やがて,,743,e_743_yagate.mp3
expr-744,cat-61,終【お】わらない時【とき】,えいえん,"eternity, forever",永遠,,744,e_744_eien.mp3
expr-745,cat-61,生【い】きている全【ぜん】部【ぶ】の時【とき】,いっしょう,one's whole life,一生,,745,e_745_isshou.mp3
expr-746,cat-61,十【じゅう】の十【じゅう】の年【とし】の時【とき】,せいき,century,世紀,,746,e_746_seiki.mp3
expr-747,cat-61,ある長【なが】い時【とき】の事【こと】が起【お】こった時【とき】,じだい,"era, period (of history)",時代,,747,e_747_jidai.mp3
expr-748,cat-61,とても長【なが】い時【とき】の後【あと】に,ついに,"finally, at last",ついに,,748,e_748_tsuini.mp3
expr-749,cat-61,思【おも】っていなかった時【とき】に起【お】こる,とつぜん,"suddenly, all of a sudden",突然,,749,e_749_totsuzen.mp3
expr-750,cat-61,長【なが】い時【とき】が終【お】わって会【あ】う,ひさしぶり,after a long time,久しぶり,,750,e_750_hisashiburi.mp3
expr-751,cat-62,速【はや】く足【あし】で動【うご】く,はしる,run,走る,,751,e_751_hashiru.mp3
expr-752,cat-62,速【はや】くなく足【あし】で動【うご】く,あるく,walk,歩く,,752,e_752_aruku.mp3
expr-753,cat-62,水【みず】の中【なか】で動【うご】く,およぐ,swim,泳ぐ,,753,e_753_oyogu.mp3
expr-754,cat-62,空【そら】を動【うご】く,とぶ,fly,飛ぶ,,754,e_754_tobu.mp3
expr-755,cat-62,上【うえ】へ行【い】く,のぼる,climb,登る,,755,e_755_noboru.mp3
expr-756,cat-62,下【した】へ動【うご】く,おちる,fall,落ちる,,756,e_756_ochiru.mp3
expr-757,cat-62,下【した】へ出【で】る,おりる,get off / descend,降りる,,757,e_757_oriru.mp3
expr-758,cat-62,上【うえ】に入【はい】る,のる,ride / board,乗る,,758,e_758_noru.mp3
expr-759,cat-62,持【も】って行【い】く,はこぶ,carry / transport,運ぶ,,759,e_759_hakobu.mp3
expr-760,cat-62,ある場所【ばしょ】へ行【い】かせる,おくる,send,送る,,760,e_760_okuru.mp3
expr-761,cat-62,持【も】って来【き】て与【あた】える,とどける,deliver,届ける,,761,e_761_todokeru.mp3
expr-762,cat-62,来【き】て手【て】に入【はい】る,とどく,arrive / reach,届く,,762,e_762_todoku.mp3
expr-763,cat-62,持【も】って与【あた】える,わたす,hand over,渡す,,763,e_763_watasu.mp3
expr-764,cat-62,右【みぎ】か左【ひだり】の外【そと】へ行【い】く,わたる,cross over,渡る,,764,e_764_wataru.mp3
expr-765,cat-62,手【て】で感【かん】じる,さわる,touch,触る,,765,e_765_sawaru.mp3
expr-766,cat-62,手【て】で動【うご】かす,おす,push,押す,,766,e_766_osu.mp3
expr-767,cat-62,手【て】で近【ちか】くへ動【うご】かす,ひく,pull,引く,,767,e_767_hiku.mp3
expr-768,cat-62,手【て】で空【そら】へ出【で】す,なげる,throw,投げる,,768,e_768_nageru.mp3
expr-769,cat-62,下【した】にある物【もの】を手【て】で持【も】つ,ひろう,pick up,拾う,,769,e_769_hirou.mp3
expr-770,cat-62,ある場所【ばしょ】に止【と】める,おく,place / put down,置く,,770,e_770_oku.mp3
expr-771,cat-62,上【うえ】から物【もの】を止【と】める,かける,hang / apply,掛ける,,771,e_771_kakeru.mp3
expr-772,cat-62,お金【おかね】を与【あた】える,はらう,pay,払う,,772,e_772_harau.mp3
expr-773,cat-62,お金【おかね】をもらって物【もの】を与【あた】える,うる,sell,売る,,773,e_773_uru.mp3
expr-774,cat-62,また持【も】って来【く】るために与【あた】える,かす,lend,貸す,,774,e_774_kasu.mp3
expr-775,cat-62,後【あと】で与【あた】えるためにもらう,かりる,borrow,借りる,,775,e_775_kariru.mp3
expr-776,cat-62,もらった人【ひと】に与【あた】える,かえす,return (something),返す,,776,e_776_kaesu.mp3
expr-777,cat-62,いらない物【もの】を出【で】す,すてる,throw away,捨てる,,777,e_777_suteru.mp3
expr-778,cat-62,多【おお】く持【も】ってくる,あつめる,gather / collect,集める,,778,e_778_atsumeru.mp3
expr-779,cat-62,一【ひと】つの物【もの】を二【ふた】つより多【おお】くにする,わける,divide / separate,分ける,,779,e_779_wakeru.mp3
expr-780,cat-62,二【ふた】つより多【おお】くの物【もの】を一【ひと】つにする,まぜる,mix,混ぜる,,780,e_780_mazeru.mp3
expr-781,cat-62,一【ひと】つ一【ひと】つ前【まえ】と後【あと】に立【た】つ,ならぶ,line up,並ぶ,,781,e_781_narabu.mp3
expr-782,cat-62,終【お】わらずに起【お】こる,つづく,continue (intrans.),続く,,782,e_782_tsuzuku.mp3
expr-783,cat-62,終【お】わらせずにする,つづける,continue (trans.),続ける,,783,e_783_tsuzukeru.mp3
expr-784,cat-62,一【いち】つを選【えら】ぶ,きめる,decide,決める,,784,e_784_kimeru.mp3
expr-785,cat-62,一【いち】つに選【えら】ばれる,きまる,be decided,決まる,,785,e_785_kimaru.mp3
expr-786,cat-62,二【に】つの物【もの】が違【ちが】うか見【み】る,くらべる,compare,比べる,,786,e_786_kuraberu.mp3
expr-787,cat-62,いくつあるか知【し】る,かぞえる,count,数える,,787,e_787_kazoeru.mp3
expr-788,cat-62,良【よ】いか見【み】るためにする,ためす,try / test,試す,,788,e_788_tamesu.mp3
expr-789,cat-62,ほんとうかどうか見【み】る,たしかめる,confirm / verify,確かめる,,789,e_789_tashikameru.mp3
expr-790,cat-62,知【し】るために見【み】る,しらべる,investigate / look up,調べる,,790,e_790_shiraberu.mp3
expr-791,cat-62,聞【き】かれたことを言【い】う,こたえる,answer,答える,,791,e_791_kotaeru.mp3
expr-792,cat-62,してほしいと言【い】う,たのむ,ask (a favor) / request,頼む,,792,e_792_tanomu.mp3
expr-793,cat-62,しないと言【い】う,ことわる,refuse / decline,断る,,793,e_793_kotowaru.mp3
expr-794,cat-62,来【き】てほしいと言【い】う,まねく,invite,招く,,794,e_794_maneku.mp3
expr-795,cat-62,言葉【ことば】を口【くち】から出【で】す,はなす,speak / talk,話す,,795,e_795_hanasu.mp3
expr-796,cat-62,言葉【ことば】で知【し】らせる,つたえる,convey / tell,伝える,,796,e_796_tsutaeru.mp3
expr-797,cat-62,とても大【おお】きな音【おと】で口【くち】から言【い】う,さけぶ,shout / scream,叫ぶ,,797,e_797_sakebu.mp3
expr-798,cat-62,名前【なまえ】を言【い】って来【く】るように言【い】う,よぶ,call (out to),呼ぶ,,798,e_798_yobu.mp3
expr-799,cat-62,音【おと】のある言葉【ことば】を口【くち】から出【で】す,うたう,sing,歌う,,799,e_799_utau.mp3
expr-800,cat-62,音【おと】で体【からだ】を動【うご】かす,おどる,dance,踊る,,800,e_800_odoru.mp3
expr-801,cat-62,楽【たの】しいことをする,あそぶ,play,遊ぶ,,801,e_801_asobu.mp3
expr-802,cat-62,お金【おかね】のためにする,はたらく,work,働く,,802,e_802_hataraku.mp3
expr-803,cat-62,ある時【とき】まで止【と】める,やすむ,rest / take a break,休む,,803,e_803_yasumu.mp3
expr-804,cat-62,寝【ね】るのを止【と】めて立【た】つ,おきる,wake up / get up,起きる,,804,e_804_okiru.mp3
expr-805,cat-62,ある場所【ばしょ】に毎【まい】日【にち】いる,すむ,live (reside),住む,,805,e_805_sumu.mp3
expr-806,cat-62,私【わたし】の家【いえ】へ行【い】く,かえる,return home,帰る,,806,e_806_kaeru.mp3
expr-807,cat-62,ある場所【ばしょ】の中【なか】を行【い】く,とおる,pass through,通る,,807,e_807_tooru.mp3
expr-808,cat-62,その場所【ばしょ】を出【で】る,すぎる,pass by / exceed,過ぎる,,808,e_808_sugiru.mp3
expr-809,cat-62,とても速【はや】くする,いそぐ,hurry,急ぐ,,809,e_809_isogu.mp3
expr-810,cat-62,怖【こわ】いものから外【そと】へ行【い】く,にげる,escape / run away,逃げる,,810,e_810_nigeru.mp3
expr-811,cat-62,ある人【ひと】・物【もの】の後【あと】から行【い】く,おう,chase,追う,,811,e_811_ou.mp3
expr-812,cat-62,動【うご】けないようにする,つかまえる,catch / capture,捕まえる,,812,e_812_tsukamaeru.mp3
expr-813,cat-62,見【み】えないようにする,かくす,hide (something),隠す,,813,e_813_kakusu.mp3
expr-814,cat-62,見【み】えるようになる,あらわれる,appear,現れる,,814,e_814_arawareru.mp3
expr-815,cat-62,見【み】えなくなる,きえる,disappear,消える,,815,e_815_kieru.mp3
expr-816,cat-62,もっと多【おお】くなる,ふえる,increase,増える,,816,e_816_fueru.mp3
expr-817,cat-62,より少【すこ】しになる,へる,decrease,減る,,817,e_817_heru.mp3
expr-818,cat-62,上【うえ】へ動【うご】く,あがる,rise / go up,上がる,,818,e_818_agaru.mp3
expr-819,cat-62,下【した】へ動【うご】く,さがる,fall / go down,下がる,,819,e_819_sagaru.mp3
expr-820,cat-62,ある物【もの】の外【そと】を動【うご】く,まわる,turn / go around,回る,,820,e_820_mawaru.mp3
expr-821,cat-62,道【みち】が右【みぎ】か左【ひだり】へ変【か】わる,まがる,turn / bend,曲がる,,821,e_821_magaru.mp3
expr-822,cat-62,体【からだ】が速【はや】く少【すこ】し動【うご】く,ふるえる,tremble / shake,震える,,822,e_822_furueru.mp3
expr-823,cat-62,右【みぎ】と左【ひだり】に速【はや】くなく動【うご】く,ゆれる,sway / shake,揺れる,,823,e_823_yureru.mp3
expr-824,cat-62,光【ひかり】を出【で】す,ひかる,shine / glow,光る,,824,e_824_hikaru.mp3
expr-825,cat-62,火【ひ】になる,もえる,burn,燃える,,825,e_825_moeru.mp3
expr-826,cat-62,水【みず】のようになる,とける,melt / dissolve,溶ける,,826,e_826_tokeru.mp3
expr-827,cat-62,水【みず】がなくなる,かわく,dry,乾く,,827,e_827_kawaku.mp3
expr-828,cat-62,水【みず】がつく,ぬれる,get wet,濡れる,,828,e_828_nureru.mp3
expr-829,cat-62,悪【わる】いものがつく,よごれる,get dirty,汚れる,,829,e_829_yogoreru.mp3
expr-830,cat-62,きれいになるようにする,みがく,polish / brush,磨く,,830,e_830_migaku.mp3
expr-831,cat-62,物【もの】の外【そと】を全部【ぜんぶ】見【み】えないようにする,つつむ,wrap,包む,,831,e_831_tsutsumu.mp3
expr-832,cat-62,二【に】つの物【もの】を一【いち】つに止【と】める,むすぶ,tie / bind,結ぶ,,832,e_832_musubu.mp3
expr-833,cat-62,手【て】で目【め】に見【み】えるものを作【つく】る,えがく,draw / depict,描く,,833,e_833_egaku.mp3
expr-834,cat-63,大【おお】きくない,ちいさい,small,小さい,,834,e_834_chiisai.mp3
expr-835,cat-63,長【なが】くない,みじかい,short (length),短い,,835,e_835_mijikai.mp3
expr-836,cat-63,高【たか】くない,ひくい,low / short (height),低い,,836,e_836_hikui.mp3
expr-837,cat-63,重【おも】くない,かるい,light (weight),軽い,,837,e_837_karui.mp3
expr-838,cat-63,強【つよ】くない,よわい,weak,弱い,,838,e_838_yowai.mp3
expr-839,cat-63,速【はや】くない,おそい,slow / late,遅い,,839,e_839_osoi.mp3
expr-840,cat-63,新【あたら】しくない,ふるい,old (things),古い,,840,e_840_furui.mp3
expr-841,cat-63,年【とし】が少【すこ】ない,わかい,young,若い,,841,e_841_wakai.mp3
expr-842,cat-63,大【おお】きな場所【ばしょ】だ,ひろい,wide / spacious,広い,,842,e_842_hiroi.mp3
expr-843,cat-63,場所【ばしょ】が大【おお】きくない,せまい,narrow / small space,狭い,,843,e_843_semai.mp3
expr-844,cat-63,下【した】まで長【なが】い,ふかい,deep,深い,,844,e_844_fukai.mp3
expr-845,cat-63,下【した】まで長【なが】くない,あさい,shallow,浅い,,845,e_845_asai.mp3
expr-846,cat-63,中【なか】まで長【なが】い,あつい,thick,厚い,,846,e_846_atsui.mp3
expr-847,cat-63,中【なか】まで長【なが】くない,うすい,thin / light (color),薄い,,847,e_847_usui.mp3
expr-848,cat-63,外【そと】が大【おお】きい,ふとい,thick / fat (width),太い,,848,e_848_futoi.mp3
expr-849,cat-63,外【そと】が大【おお】きくない,ほそい,thin / slender,細い,,849,e_849_hosoi.mp3
expr-850,cat-63,月【つき】や太陽【たいよう】のような物【もの】だ,まるい,round,丸い,,850,e_850_marui.mp3
expr-851,cat-63,手【て】で変【か】えられない,かたい,hard / stiff,固い,,851,e_851_katai.mp3
expr-852,cat-63,手【て】で変【か】えられる,やわらかい,soft,柔らかい,,852,e_852_yawarakai.mp3
expr-853,cat-63,食【た】べると良【よ】いと感【かん】じる,あまい,sweet,甘い,,853,e_853_amai.mp3
expr-854,cat-63,食【た】べると好【す】きではないと感【かん】じる,にがい,bitter,苦い,,854,e_854_nigai.mp3
expr-855,cat-63,食【た】べると火【ひ】のように感【かん】じる,からい,spicy / hot (taste),辛い,,855,e_855_karai.mp3
expr-856,cat-63,食【た】べると変【へん】に感【かん】じる,すっぱい,sour,酸っぱい,,856,e_856_suppai.mp3
expr-857,cat-63,音【おと】が大【おお】きすぎる,うるさい,noisy / annoying,うるさい,,857,e_857_urusai.mp3
expr-858,cat-63,音【おと】がない,しずか,quiet,静か,,858,e_858_shizuka.mp3
expr-859,cat-63,良【よ】いと言【い】える,ただしい,correct / right,正しい,,859,e_859_tadashii.mp3
expr-860,cat-63,できない事【こと】が多【おお】い,むずかしい,difficult,難しい,,860,e_860_muzukashii.mp3
expr-861,cat-63,すぐにできる,やさしい,easy,易しい,,861,e_861_yasashii.mp3
expr-862,cat-63,することが多【おお】すぎる,いそがしい,busy,忙しい,,862,e_862_isogashii.mp3
expr-863,cat-63,することがない,ひま,free (time) / idle,暇,,863,e_863_hima.mp3
expr-864,cat-63,とてもきれいだ,うつくしい,beautiful,美しい,,864,e_864_utsukushii.mp3
expr-865,cat-63,きれいではない,みにくい,ugly,醜い,,865,e_865_minikui.mp3
expr-866,cat-63,悪【わる】いものがある,きたない,dirty,汚い,,866,e_866_kitanai.mp3
expr-867,cat-63,悪【わる】い空気【くうき】がある,くさい,stinky / smelly,臭い,,867,e_867_kusai.mp3
expr-868,cat-63,体【からだ】が悪【わる】く感【かん】じる,いたい,painful,痛い,,868,e_868_itai.mp3
expr-869,cat-63,寝【ね】たいと感【かん】じる,ねむい,sleepy,眠い,,869,e_869_nemui.mp3
expr-870,cat-63,他【ほか】の人【ひと】に見【み】られたくないと感【かん】じる,はずかしい,embarrassed / ashamed,恥ずかしい,,870,e_870_hazukashii.mp3
expr-871,cat-63,あまり見【み】ない物【もの】だ,めずらしい,rare / unusual,珍しい,,871,e_871_mezurashii.mp3
expr-872,cat-63,前【まえ】のことを思【おも】って良【よ】いと感【かん】じる,なつかしい,nostalgic,懐かしい,,872,e_872_natsukashii.mp3
expr-873,cat-63,とても良【よ】い,すばらしい,wonderful / splendid,素晴らしい,,873,e_873_subarashii.mp3
expr-874,cat-63,良【よ】い物【もの】が多【おお】い,ゆたか,rich / abundant,豊か,,874,e_874_yutaka.mp3
expr-875,cat-63,お金【おかね】がとても少【すこ】ない,まずしい,poor,貧しい,,875,e_875_mazushii.mp3
expr-876,cat-63,多【おお】くの人【ひと】が知【し】っている,ゆうめい,famous,有名,,876,e_876_yuumei.mp3
expr-877,cat-63,多【おお】くのことがある,ふくざつ,complex,複雑,,877,e_877_fukuzatsu.mp3
expr-878,cat-63,ことが少【すこ】ない,たんじゅん,simple,単純,,878,e_878_tanjun.mp3
expr-879,cat-63,怖【こわ】いことがない,あんぜん,safe,安全,,879,e_879_anzen.mp3
expr-880,cat-63,悪【わる】いことが起【お】こるかもしれない,きけん,dangerous,危険,,880,e_880_kiken.mp3
expr-881,cat-63,できる,かのう,possible,可能,,881,e_881_kanou.mp3
expr-882,cat-63,できない,ふかのう,impossible,不可能,,882,e_882_fukanou.mp3
expr-883,cat-63,変【へん】ではない,ふつう,normal / ordinary,普通,,883,e_883_futsuu.mp3
expr-884,cat-63,ほかと違【ちが】う,とくべつ,special,特別,,884,e_884_tokubetsu.mp3
expr-885,cat-63,全部【ぜんぶ】で一【いち】つだけ良【よ】い,さいこう,best / greatest,最高,,885,e_885_saikou.mp3
expr-886,cat-63,全部【ぜんぶ】で一【いち】つだけ悪【わる】い,さいてい,worst / lowest,最低,,886,e_886_saitei.mp3
expr-887,cat-63,もっと必要【ひつよう】ではない,じゅうぶん,enough / sufficient,十分,,887,e_887_juubun.mp3
expr-888,cat-63,この事【こと】に良【よ】い,てきとう,suitable / appropriate,適当,,888,e_888_tekitou.mp3
expr-889,cat-64,その言葉【ことば】が言【い】うこと,いみ,meaning,意味,,889,e_889_imi.mp3
expr-890,cat-64,なぜそうなったかということ,りゆう,reason,理由,,890,e_890_riyuu.mp3
expr-891,cat-64,どうするかということ,ほうほう,method / way,方法,,891,e_891_houhou.mp3
expr-892,cat-64,なぜするかということ,もくてき,purpose / goal,目的,,892,e_892_mokuteki.mp3
expr-893,cat-64,したあとに起【お】こること,けっか,result,結果,,893,e_893_kekka.mp3
expr-894,cat-64,それが起【お】こる前【まえ】にあったもの,げんいん,cause,原因,,894,e_894_genin.mp3
expr-895,cat-64,あることが他【ほか】のことを変【か】えること,えいきょう,influence / effect,影響,,895,e_895_eikyou.mp3
expr-896,cat-64,二【に】つの物【もの】や人【ひと】が一【いち】つのことに入【はい】っていること,かんけい,relationship,関係,,896,e_896_kankei.mp3
expr-897,cat-64,そうなるために必要【ひつよう】なこと,じょうけん,condition,条件,,897,e_897_jouken.mp3
expr-898,cat-64,今【いま】どうなっているかということ,じょうたい,state / condition,状態,,898,e_898_joutai.mp3
expr-899,cat-64,どのくらいかということ,ていど,degree / extent,程度,,899,e_899_teido.mp3
expr-900,cat-64,どんな物【もの】かということ,しゅるい,type / kind,種類,,900,e_900_shurui.mp3
expr-901,cat-64,悪【わる】いことで考【かんが】えなければならないこと,もんだい,problem / question,問題,,901,e_901_mondai.mp3
expr-902,cat-64,聞【き】かれたことへの言葉【ことば】,こたえ,answer,答え,,902,e_902_kotae.mp3
expr-903,cat-64,知【し】りたいことを聞【き】くこと,しつもん,question,質問,,903,e_903_shitsumon.mp3
expr-904,cat-64,こういう物【もの】だということを見【み】せるもの,れい,example,例,,904,e_904_rei.mp3
expr-905,cat-64,ある時【とき】に起【お】こること,ばあい,case / situation,場合,,905,e_905_baai.mp3
expr-906,cat-64,できる時【とき】があること,きかい,opportunity,機会,,906,e_906_kikai.mp3
